archivo_fasta,metodo,repeticion,threads,schedule,longitud_A,longitud_B,match,mismatch,gap,tiempo_init_ms,tiempo_llenado_ms,tiempo_traceback_ms,tiempo_total_ms,puntuacion
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3485,1.2087,0.1047,1.6619,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3511,1.2110,0.0990,1.6611,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3459,1.1588,0.0940,1.5987,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3428,1.6323,0.1217,2.0968,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3853,1.2382,0.0933,1.7168,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3523,1.2142,0.0981,1.6645,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3451,1.1961,0.0995,1.6406,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3478,1.1837,0.0987,1.6302,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3315,1.5888,0.1210,2.0413,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3454,1.2255,0.0962,1.6671,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3446,1.1802,0.0923,1.6172,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3458,1.5703,0.1252,2.0413,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3537,1.2279,0.0979,1.6795,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3481,1.2545,0.0988,1.7015,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3486,1.6677,0.1235,2.1398,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3449,1.1742,0.0999,1.6190,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3633,1.2145,0.1023,1.6801,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3469,1.2554,0.0981,1.7004,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3482,1.2465,0.0975,1.6921,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3347,1.6085,0.1229,2.0661,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3460,1.2286,0.1175,1.6920,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3462,1.2516,0.0928,1.6906,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3465,1.2564,0.0956,1.6984,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3508,1.1790,0.0980,1.6278,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3494,1.2123,0.0967,1.6584,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3474,1.2652,0.0998,1.7125,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3499,1.1879,0.0998,1.6376,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3482,1.1982,0.1011,1.6475,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3475,1.3589,0.0993,1.8056,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3503,1.2079,0.0933,1.6514,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3481,1.2017,0.1000,1.6498,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3479,1.2288,0.0976,1.6742,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3482,1.2310,0.1059,1.6850,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3480,1.2678,0.0977,1.7135,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3790,1.1933,0.1016,1.6739,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3469,1.2103,0.0928,1.6500,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3482,1.2699,0.1010,1.7191,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3488,1.1988,0.0961,1.6437,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3485,1.2725,0.1041,1.7251,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3490,1.2553,0.1006,1.7049,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3588,1.6479,0.1237,2.1304,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3472,1.2054,0.0942,1.6468,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3479,1.2031,0.1031,1.6541,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3455,1.1900,0.0980,1.6335,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3515,1.1885,0.1018,1.6418,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3475,1.2072,0.1016,1.6563,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3532,1.2387,0.1020,1.6940,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3490,1.2367,0.1010,1.6867,437
datos/dna_256.fasta,bloques,1,4,guided,256,256,2,-1,-2,0.3511,1.2770,0.0996,1.7276,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3469,1.7289,0.1146,2.1905,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3488,1.7268,0.1189,2.1944,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3339,1.8275,0.1207,2.2821,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3498,1.7786,0.1153,2.2437,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3532,1.8099,0.1182,2.2812,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3548,1.6973,0.1164,2.1685,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3454,1.7676,0.1467,2.2597,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3482,1.6747,0.1189,2.1418,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3521,1.7268,0.1190,2.1978,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3487,1.7188,0.1195,2.1870,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3495,1.6296,0.1167,2.0958,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3509,1.6815,0.1144,2.1469,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3419,1.6745,0.1168,2.1332,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3328,1.9138,0.1159,2.3625,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3433,1.7422,0.1153,2.2008,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3473,1.7128,0.1161,2.1762,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3450,1.8253,0.1150,2.2853,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3534,1.7339,0.1154,2.2027,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3472,1.7379,0.1613,2.2464,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3444,1.8211,0.1193,2.2848,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3399,1.6098,0.1191,2.0688,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3497,1.7110,0.1166,2.1773,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3487,1.7430,0.1216,2.2133,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3502,1.6292,0.1192,2.0986,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3328,1.8248,0.1159,2.2735,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3437,1.5551,0.1519,2.0507,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3786,1.7506,0.1156,2.2448,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3816,1.6932,0.1176,2.1924,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3499,1.7963,0.1169,2.2631,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3525,1.6405,0.1186,2.1116,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3421,1.8280,0.1176,2.2876,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3468,1.8140,0.1229,2.2837,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3443,1.7518,0.1140,2.2100,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3501,1.6505,0.1173,2.1179,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3462,1.7452,0.1140,2.2054,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3422,35.6167,0.1321,36.0910,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3555,1.7407,0.1162,2.2124,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3485,1.7409,0.1155,2.2048,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3473,1.7268,0.1174,2.1915,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3443,1.7712,0.1190,2.2346,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3439,1.7363,0.1142,2.1944,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3584,1.6809,0.1147,2.1540,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3535,1.7746,0.1206,2.2488,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.2541,1.1468,0.0847,1.4856,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3455,1.7764,0.1170,2.2389,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3353,1.8582,0.1163,2.3099,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3473,1.8035,0.1197,2.2705,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3491,1.6380,0.1233,2.1104,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3490,1.8034,0.1202,2.2726,437
datos/dna_256.fasta,bloques,1,6,guided,256,256,2,-1,-2,0.3481,1.7408,0.1180,2.2069,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3888,1.9811,0.1117,2.4816,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3472,1.9880,0.1143,2.4495,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3416,2.0168,0.1120,2.4704,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3474,1.9610,0.1172,2.4255,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3452,2.0064,0.1190,2.4706,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3242,1.9632,0.1151,2.4024,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3366,56.4297,0.1224,56.8888,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3539,2.0888,0.1123,2.5549,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3518,1.9294,0.1132,2.3943,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3472,62.0701,0.1170,62.5344,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3475,2.0020,0.1185,2.4680,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3446,2.1285,0.1157,2.5889,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3525,1.9594,0.1145,2.4265,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3569,1.9887,0.1143,2.4599,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3465,1.9827,0.1140,2.4431,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3521,2.4535,0.1151,2.9207,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3338,60.7067,0.1180,61.1584,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3486,2.0281,0.1148,2.4914,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3473,1.9375,0.1131,2.3979,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3840,1.8997,0.1140,2.3977,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3523,1.9387,0.1146,2.4055,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3454,1.9846,0.1199,2.4499,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3455,1.9276,0.1147,2.3878,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3564,1.9647,0.1136,2.4348,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3516,1.9611,0.1162,2.4289,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3485,2.0571,0.1136,2.5191,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3472,1.8829,0.1133,2.3435,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3475,2.0473,0.1193,2.5141,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3508,2.0344,0.1192,2.5044,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3461,2.0744,0.1166,2.5371,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3804,2.0158,0.1145,2.5107,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3446,2.0347,0.1178,2.4972,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3493,1.8786,0.1463,2.3743,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3513,2.0666,0.1156,2.5336,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3465,1.9947,0.1163,2.4575,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3454,2.1164,0.1154,2.5772,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3503,1.9518,0.1151,2.4171,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3370,54.6172,0.1168,55.0711,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.1931,1.0937,0.0629,1.3497,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3480,1.9270,0.1179,2.3929,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3471,1.9411,0.1144,2.4026,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3471,1.9163,0.1126,2.3761,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3466,2.1308,0.1122,2.5895,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3644,1.9457,0.1145,2.4246,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3570,2.1052,0.1138,2.5761,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.3469,1.9928,0.1143,2.4541,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.4871,55.3678,0.0605,55.9154,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.1080,0.5599,0.0344,0.7023,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.1413,0.7405,0.0431,0.9249,437
datos/dna_256.fasta,bloques,1,8,guided,256,256,2,-1,-2,0.1484,55.0409,0.0578,55.2472,437
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,0.5217,2.4790,0.0798,3.0805,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,0.5367,2.5480,0.0946,3.1793,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,0.5909,2.8815,0.0957,3.5681,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,0.7000,3.4453,0.1450,4.2903,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,0.7212,5.7784,0.1424,6.6420,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,0.8552,6.4395,0.2390,7.5337,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1703,5.8189,0.2050,7.1942,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1743,6.4278,0.3019,7.9040,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2749,5.8202,0.2062,7.3013,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1728,5.7718,0.1838,7.1284,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2236,6.7832,0.2320,8.2388,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1929,6.2609,0.1929,7.6467,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1679,5.8584,0.2169,7.2433,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1791,6.7315,0.2950,8.2056,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2761,5.8505,0.2033,7.3299,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2331,5.8184,0.1901,7.2415,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2401,5.9972,0.2196,7.4569,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1771,5.7910,0.1850,7.1531,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1664,6.6165,0.2166,7.9995,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1949,6.2751,0.3538,7.8238,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2089,5.8921,0.2110,7.3120,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1472,5.7618,0.1860,7.0950,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1676,6.0166,0.2227,7.4070,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1763,6.4547,0.3226,7.9537,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1627,5.8215,0.2108,7.1950,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2334,5.8997,0.1934,7.3264,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1720,5.9380,0.2251,7.3351,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1984,5.7664,0.1855,7.1503,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2151,6.1319,0.2115,7.5585,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1856,5.7950,0.1837,7.1644,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1741,5.8288,0.2100,7.2128,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1681,6.4054,0.3479,7.9214,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1946,6.7007,0.2277,8.1230,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2126,5.7950,0.1872,7.1949,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2100,5.9609,0.2156,7.3866,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1804,5.7650,0.1852,7.1306,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.3073,6.0163,0.2177,7.5413,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2668,5.7635,0.1936,7.2240,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1546,6.1404,0.2407,7.5357,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1730,7.4724,0.2507,8.8961,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.3835,5.9379,0.2087,7.5301,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2349,7.6490,0.2570,9.1409,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2288,6.0192,0.2100,7.4580,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1751,5.8201,0.1864,7.1817,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1664,6.1729,0.2265,7.5658,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.2984,6.6204,0.3545,8.2733,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1519,6.3030,0.2191,7.6740,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1934,6.7999,0.2830,8.2764,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1883,5.9009,0.2085,7.2977,871
datos/dna_512.fasta,secuencial,1,1,N/A,512,512,2,-1,-2,1.1848,5.7771,0.1835,7.1454,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.0951,7.8420,0.1724,9.1095,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2450,8.2188,0.1684,9.6322,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.1411,8.0128,0.1680,9.3219,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.1198,7.8881,0.1684,9.1763,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2157,7.3856,0.1673,8.7686,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.0999,8.1244,0.1763,9.4006,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2051,8.3207,0.1887,9.7146,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.1394,7.4906,0.1702,8.8003,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2224,8.7416,0.1862,10.1502,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2154,8.5733,0.1847,9.9733,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2556,8.5685,0.1864,10.0106,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2056,8.6933,0.1850,10.0838,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.1842,8.2177,0.1838,9.5857,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.1952,8.5966,0.1852,9.9770,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2011,8.3408,0.1874,9.7293,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2036,8.5642,0.1853,9.9531,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2335,8.1247,0.1873,9.5454,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.1935,9.2659,0.1863,10.6457,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2104,8.2655,0.1880,9.6638,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2081,8.5412,0.1851,9.9344,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2046,8.5693,0.1925,9.9664,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2409,8.6037,0.1901,10.0347,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2044,8.1733,0.1867,9.5645,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2163,8.5958,0.1876,9.9997,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2365,8.5335,0.1833,9.9533,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2085,8.6634,0.2065,10.0784,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2142,8.4319,0.1875,9.8336,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2294,8.3532,0.1882,9.7708,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2307,8.5571,0.1866,9.9744,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2355,8.6381,0.1890,10.0625,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.1972,8.0561,0.1871,9.4404,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2145,7.9797,0.1858,9.3800,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2605,8.7096,0.1847,10.1549,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2400,8.5684,0.1869,9.9953,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2052,8.6293,0.1880,10.0225,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2291,8.5439,0.1859,9.9589,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.1763,8.9379,0.1865,10.3007,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2546,8.5223,0.1863,9.9633,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2145,8.8039,0.1868,10.2052,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2357,8.3476,0.1880,9.7714,871
datos/dna_512.fasta,antidiagonal,1,2,static,512,512,2,-1,-2,1.2090,8.7007,0.1885,10.0981,871
